,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1392,Highland Park,34.10875899912328,-118.1911965,Pop Physique,34.11000840500637,-118.19257616468819,Gym / Fitness Center
1393,Highland Park,34.10875899912328,-118.1911965,The Greyhound - Bar & Grill,34.10891912073833,-118.19398416551138,Gastropub
1394,Highland Park,34.10875899912328,-118.1911965,Gimme Gimme Records,34.10999048689627,-118.1916166447882,Record Shop
1395,Highland Park,34.10875899912328,-118.1911965,Burgerlords,34.109321713628916,-118.19446593196476,Burger Joint
1396,Highland Park,34.10875899912328,-118.1911965,The Quiet Life,34.109574,-118.193367,Clothing Store
1397,Highland Park,34.10875899912328,-118.1911965,Antigua Bread,34.109874433261034,-118.1928533505763,Bakery
1398,Highland Park,34.10875899912328,-118.1911965,Highland Park Farmers Market,34.11075239725317,-118.19236480816816,Farmers Market
1399,Highland Park,34.10875899912328,-118.1911965,Cookbook,34.10930589651671,-118.19372845853273,Organic Grocery
1400,Highland Park,34.10875899912328,-118.1911965,Highland Park Ebell Club,34.10883898680565,-118.19203949856686,Historic Site
1401,Highland Park,34.10875899912328,-118.1911965,Slow Culture,34.11047937008893,-118.19074445907948,Art Gallery
1402,Highland Park,34.10875899912328,-118.1911965,Mason’s Dumpling Shop,34.11053156686117,-118.19187788337747,Dumpling Restaurant
1403,Highland Park,34.10875899912328,-118.1911965,Dollar Tree,34.110653190494595,-118.19135976420907,Discount Store
1404,Highland Park,34.10875899912328,-118.1911965,La Estrella,34.11189437795339,-118.18842839048946,Mexican Restaurant
1405,Highland Park,34.10875899912328,-118.1911965,Chase Bank,34.1095935,-118.1923526,Bank
1406,Highland Park,34.10875899912328,-118.1911965,Flame Broiler,34.109472,-118.19268,Dongbei Restaurant
1407,Highland Park,34.10875899912328,-118.1911965,Taco Fix,34.11066535546331,-118.19111951315192,Taco Place
1408,Highland Park,34.10875899912328,-118.1911965,T-Mobile,34.10980671581844,-118.19283080287278,Mobile Phone Shop
1409,Highland Park,34.10875899912328,-118.1911965,CVS pharmacy,34.10803929713082,-118.18967619254322,Pharmacy
1410,Highland Park,34.10875899912328,-118.1911965,Folliero's Italian Food and Pizza,34.10875871513118,-118.19411995110605,Pizza Place
1411,Highland Park,34.10875899912328,-118.1911965,Highland Theatres,34.10910583543784,-118.19379718205796,Movie Theater
1412,Highland Park,34.10875899912328,-118.1911965,Smart & Final,34.108093126373205,-118.18965713690417,Grocery Store
1413,Highland Park,34.10875899912328,-118.1911965,Baskin-Robbins,34.109959,-118.191661,Ice Cream Shop
1414,Highland Park,34.10875899912328,-118.1911965,Little Caesars Pizza,34.11045885023641,-118.1917212788655,Pizza Place
1415,Highland Park,34.10875899912328,-118.1911965,SUBWAY,34.110641364891606,-118.19185055984303,Sandwich Place
1416,Highland Park,34.10875899912328,-118.1911965,Tropical Fruits & Juices,34.11007904981148,-118.19197362653215,Juice Bar
1417,Highland Park,34.10875899912328,-118.1911965,El Pollo Loco,34.111587,-118.189583,Fast Food Restaurant
1418,Highland Park,34.10875899912328,-118.1911965,Avalon Records and Vintage Clothes,34.10919294732119,-118.19446921348572,Record Shop
1419,Highland Park,34.10875899912328,-118.1911965,Delicias bakery,34.108928,-118.194875,Bakery
1420,Historic South-Central,34.01956249912428,-118.26585700000014,WINCHELL'S DONUT HOUSE,34.01981601302245,-118.26749915871717,Donut Shop
1421,Historic South-Central,34.01956249912428,-118.26585700000014,Mexicali Liquor,34.02079,-118.261945,Liquor Store
1422,Historic South-Central,34.01956249912428,-118.26585700000014,Domino's Pizza,34.022081,-118.261477,Pizza Place
1423,Historic South-Central,34.01956249912428,-118.26585700000014,McDonald's,34.01984822556222,-118.26753994331877,Fast Food Restaurant
1424,Historic South-Central,34.01956249912428,-118.26585700000014,Tacos Los Pelones,34.019196,-118.26779199999999,Taco Place
1425,Historic South-Central,34.01956249912428,-118.26585700000014,Wolfgang Puck Restaurant,34.019660117707666,-118.26576988296992,Restaurant
1426,Historic South-Central,34.01956249912428,-118.26585700000014,Los Amigos Mall,34.01731887556225,-118.26895026859616,Shopping Mall
1427,Historic South-Central,34.01956249912428,-118.26585700000014,Pupusas Chacon,34.022371,-118.26188,Food Truck
1428,Hollywood Hills,34.12808899912294,-118.33541000000008,Lake Hollywood Park,34.12571400823152,-118.33251714706421,Park
1429,Hollywood Hills,34.12808899912294,-118.33541000000008,672 LA Zoo Hollywood Bowl Shuttle,34.12482996599103,-118.33421213692912,Bus Station
1430,Hollywood Hills,34.12808899912294,-118.33541000000008,Mulholland Mattress,34.12543,-118.338208,Scenic Lookout
1431,Hollywood Hills,34.12808899912294,-118.33541000000008,Magic Bench,34.12438,-118.336681,Scenic Lookout
1432,Hollywood Hills,34.12808899912294,-118.33541000000008,Coyote Canyon,34.1315558481564,-118.33789300454282,Trail
1433,Hollywood Hills West,34.11107149912321,-118.37025800000006,Pace Restaurant,34.108900156506415,-118.36961277367159,Italian Restaurant
1434,Hollywood Hills West,34.11107149912321,-118.37025800000006,Laurel Canyon Country Store,34.10892453891869,-118.36961629124974,Grocery Store
1435,Hollywood Hills West,34.11107149912321,-118.37025800000006,Lily's Coffee Stand,34.108936063041284,-118.36969257687704,Café
1436,Hollywood Hills West,34.11107149912321,-118.37025800000006,Casita El Cielo,34.107119,-118.368803,Hotel
1437,Hollywood,34.09440849999958,-118.33555159977072,Fat Sal's,34.0945364,-118.3381361,Sandwich Place
1438,Hollywood,34.09440849999958,-118.33555159977072,Las Palmas Market,34.09434420284577,-118.33646428202123,Liquor Store
1439,Hollywood,34.09440849999958,-118.33555159977072,L.A. Gay And Lesbian Center,34.09178245421698,-118.3375822374753,Performing Arts Venue
1440,Hollywood,34.09440849999958,-118.33555159977072,Wanderlust Hollywood,34.09595334924554,-118.3390797401116,Yoga Studio
1441,Hollywood,34.09440849999958,-118.33555159977072,Blossom Spa,34.095953416986355,-118.33848642902498,Spa
1442,Hollywood,34.09440849999958,-118.33555159977072,Luv2eat Thai Bistro,34.09781063133149,-118.33584049752801,Thai Restaurant
1443,Hollywood,34.09440849999958,-118.33555159977072,Salt's Cure,34.09237586468206,-118.3387166680473,American Restaurant
1444,Hollywood,34.09440849999958,-118.33555159977072,Tocaya Organica,34.09788644329024,-118.33311190793422,Mexican Restaurant
1445,Hollywood,34.09440849999958,-118.33555159977072,Chaz Dean Studio,34.094052449056434,-118.33024026999874,Salon / Barbershop
1446,Hollywood,34.09440849999958,-118.33555159977072,Gwen,34.09798277581159,-118.33337536143775,Steakhouse
1447,Hollywood,34.09440849999958,-118.33555159977072,Regen Projects,34.09044858225726,-118.33754720793773,Art Gallery
1448,Hollywood,34.09440849999958,-118.33555159977072,Javista Organic Coffee Bar,34.0982183,-118.3365442,Coffee Shop
1449,Hollywood,34.09440849999958,-118.33555159977072,Eat This Cafe,34.09079358831146,-118.33238342172673,Café
1450,Hollywood,34.09440849999958,-118.33555159977072,Chick-fil-A,34.0977566,-118.3382542,Fast Food Restaurant
1451,Hollywood,34.09440849999958,-118.33555159977072,Trejo's Coffee & Donuts,34.09088395274376,-118.33850180536405,Donut Shop
1452,Hollywood,34.09440849999958,-118.33555159977072,James Perse,34.091342,-118.33825300000001,Boutique
1453,Hollywood,34.09440849999958,-118.33555159977072,vegan house thai bistro,34.097177622514366,-118.33879351615904,Thai Restaurant
1454,Hollywood,34.09440849999958,-118.33555159977072,Catalina Bar and Grill,34.09822202327772,-118.33747093250908,Jazz Club
1455,Hollywood,34.09440849999958,-118.33555159977072,Simon's Camera,34.09283356152965,-118.3390186597593,Camera Store
1456,Hollywood,34.09440849999958,-118.33555159977072,Soregashi Japanese Bistro,34.0910678492573,-118.33818125488231,Japanese Restaurant
1457,Hollywood,34.09440849999958,-118.33555159977072,It's Boba Time,34.097846908549016,-118.33580405803013,Bubble Tea Shop
1458,Hollywood,34.09440849999958,-118.33555159977072,The Confection Co-op,34.09274077069768,-118.33825367245448,Bakery
1459,Hollywood,34.09440849999958,-118.33555159977072,Next Door Lounge,34.092276744201534,-118.33849045357705,Cocktail Bar
1460,Hollywood,34.09440849999958,-118.33555159977072,Magees Donuts,34.090927241123985,-118.33663401975309,Donut Shop
1461,Hollywood,34.09440849999958,-118.33555159977072,RoRo's Chicken,34.0979904,-118.3353494,Mediterranean Restaurant
1462,Hollywood,34.09440849999958,-118.33555159977072,Simply The Best Nails,34.09806041982225,-118.33849488167058,Cosmetics Shop
1463,Hollywood,34.09440849999958,-118.33555159977072,Sushi Q,34.09764378727784,-118.33589692648033,Sushi Restaurant
1464,Hollywood,34.09440849999958,-118.33555159977072,Black Canvas Coffee,34.096259,-118.338745,Coffee Shop
1465,Hollywood,34.09440849999958,-118.33555159977072,Cascade Studios,34.09083451175918,-118.33401383326759,Concert Hall
1466,Hollywood,34.09440849999958,-118.33555159977072,The Lex Theater,34.092507054608106,-118.33766745447424,Theater
1467,Hollywood,34.09440849999958,-118.33555159977072,Kohn Gallery,34.09321543146399,-118.3388727430568,Art Gallery
1468,Hollywood,34.09440849999958,-118.33555159977072,Crown of India,34.09100543461763,-118.3376579128975,Indian Restaurant
1469,Hollywood,34.09440849999958,-118.33555159977072,Comedy Central Stage at The Hudson Theatres,34.09103819542009,-118.33226130315273,Theater
1470,Hollywood,34.09440849999958,-118.33555159977072,Hudson Lobby,34.09084475742594,-118.33226654652306,Café
1471,Hollywood,34.09440849999958,-118.33555159977072,7-Eleven,34.091044929535,-118.336525037884,Convenience Store
1472,Hollywood,34.09440849999958,-118.33555159977072,Sushi Ajito,34.09465008103767,-118.3381840112677,Sushi Restaurant
1473,Hollywood,34.09440849999958,-118.33555159977072,Sloppy Beginning,34.096679225746044,-118.34009413532434,Dive Bar
1474,Hollywood,34.09440849999958,-118.33555159977072,Fedex Shipping Center,34.092592,-118.33545456666667,Shipping Store
1475,Hollywood,34.09440849999958,-118.33555159977072,De Longpre Park,34.09603388684995,-118.33470869767022,Park
1476,Hollywood,34.09440849999958,-118.33555159977072,Free City,34.09182379736717,-118.33913295102758,Clothing Store
1477,Hollywood,34.09440849999958,-118.33555159977072,Crossroads of The World,34.096655519935,-118.33265519688914,Historic Site
1478,Hollywood,34.09440849999958,-118.33555159977072,ampm,34.094171,-118.33889599999999,Convenience Store
1479,Hollywood,34.09440849999958,-118.33555159977072,The Renberg Theatre,34.09169035674821,-118.33765460190854,Theater
1480,Hollywood,34.09440849999958,-118.33555159977072,La Carmencita,34.09246210997283,-118.33848580936875,Tex-Mex Restaurant
1481,Hollywood,34.09440849999958,-118.33555159977072,Avis Car Rental,34.095345,-118.33907,Rental Car Location
1482,Hollywood,34.09440849999958,-118.33555159977072,Subway,34.09118513219324,-118.33840224007315,Sandwich Place
1483,Hollywood,34.09440849999958,-118.33555159977072,7-Eleven,34.0973876,-118.3354935,Convenience Store
1484,Hollywood,34.09440849999958,-118.33555159977072,Pizza Hut,34.09738196392457,-118.33573177456856,Pizza Place
1485,Hollywood,34.09440849999958,-118.33555159977072,Jack in the Box,34.093837014720364,-118.3389101922512,Fast Food Restaurant
1486,Hollywood,34.09440849999958,-118.33555159977072,Fountain Ave / N Highland Ave,34.09515634067447,-118.33650084697975,Intersection
1487,Hollywood,34.09440849999958,-118.33555159977072,Budget Car Rental,34.095361,-118.339067,Rental Car Location
1488,Hollywood,34.09440849999958,-118.33555159977072,MacHorizon,34.095268,-118.338361,Electronics Store
1489,Hollywood,34.09440849999958,-118.33555159977072,Pilates Plus Hollywood,34.09520682078054,-118.3385923717832,Pilates Studio
1490,Hollywood,34.09440849999958,-118.33555159977072,Bombay Grill - Hollywood,34.091147902796614,-118.33835580600991,Indian Restaurant
1491,Hollywood,34.09440849999958,-118.33555159977072,Hollywood Guest Inn,34.097685982242325,-118.33685924242513,Motel
1492,Hollywood,34.09440849999958,-118.33555159977072,Rite Aid,34.09753316259643,-118.33755568431116,Pharmacy
1493,Hollywood,34.09440849999958,-118.33555159977072,Dobly Theaters,34.09780382752106,-118.33553629566521,Multiplex
1494,Hollywood,34.09440849999958,-118.33555159977072,T.L.C. Booth Casting,34.095464,-118.331275,Office
1495,Hollywood,34.09440849999958,-118.33555159977072,New York Pizza Shack,34.091021000000005,-118.33781200000001,Mexican Restaurant
1496,Hollywood,34.09440849999958,-118.33555159977072,Organic Treatment Center,34.091268,-118.332659,Marijuana Dispensary
1497,Hollywood,34.09440849999958,-118.33555159977072,Hollywood Fight Club Theatre,34.098142,-118.338449,Indie Theater
1498,Huntington Park,33.97896749912493,-118.2140149952952,Yayas,33.980394276476886,-118.21030992527966,Burger Joint
1499,Huntington Park,33.97896749912493,-118.2140149952952,KFC,33.98049715992351,-118.21226219983356,Fried Chicken Joint
1500,Huntington Park,33.97896749912493,-118.2140149952952,Miles Park,33.979782,-118.218366,Park
1501,Huntington Park,33.97896749912493,-118.2140149952952,Little Blue Store,33.982198450058235,-118.21762864651548,Convenience Store
1502,Hyde Park,33.985430999124816,-118.33775850000006,7-Eleven,33.98858933969425,-118.33812430500984,Convenience Store
1503,Hyde Park,33.985430999124816,-118.33775850000006,Buddha Market,33.989267,-118.33965,Grocery Store
1504,Hyde Park,33.985430999124816,-118.33775850000006,#RaJesstic,33.983838774345976,-118.33935664054003,Indoor Play Area
1505,Hyde Park,33.985430999124816,-118.33775850000006,Word Of Life Bible Bookstore,33.982103,-118.33553500000001,Bookstore
1506,Hyde Park,33.985430999124816,-118.33775850000006,People's Choice,33.98887953333333,-118.33991128333334,Caribbean Restaurant
1507,Inglewood,33.95406750023889,-118.34611749302944,7-Eleven,33.9522170012164,-118.344243317952,Convenience Store
1508,Inglewood,33.95406750023889,-118.34611749302944,Sweet Red Peach,33.950181541573265,-118.34425801459085,Bakery
1509,Inglewood,33.95406750023889,-118.34611749302944,Bourbon Street Fish,33.95655530675746,-118.34428582498,Cajun / Creole Restaurant
1510,Inglewood,33.95406750023889,-118.34611749302944,Lee's Caribbean Restaurant & Market,33.950109,-118.344656,Caribbean Restaurant
1511,Inglewood,33.95406750023889,-118.34611749302944,Soul Burger,33.95020577082088,-118.34428264317609,Burger Joint
1512,Jefferson Park,34.028211499124154,-118.32205850000004,Subway,34.025798310731666,-118.32147121301193,Sandwich Place
1513,Jefferson Park,34.028211499124154,-118.32205850000004,Benny H. Potter West Adams Avenues Memorial Park,34.03222090503526,-118.31961458242353,Park
1514,Jefferson Park,34.028211499124154,-118.32205850000004,C.R.C. Carpet Care,34.0306288,-118.3233618,Carpet Store
1515,Jefferson Park,34.028211499124154,-118.32205850000004,Oaks Junior Market,34.025249035238126,-118.32260818196345,Convenience Store
1516,Jefferson Park,34.028211499124154,-118.32205850000004,El Valle Oaxaqueno,34.025366,-118.320779,Mexican Restaurant
1517,Jefferson Park,34.028211499124154,-118.32205850000004,Leslie N. Shaw Park,34.02574794078186,-118.3191992240807,Park
1518,Jefferson Park,34.028211499124154,-118.32205850000004,Papi Tacos & Churros,34.025415,-118.32446100000001,Taco Place
1519,Jefferson Park,34.028211499124154,-118.32205850000004,La Chiquita Minimarket,34.025864,-118.325771,Food
1520,Jefferson Park,34.028211499124154,-118.32205850000004,"Louisiana Fried Chicken, Chinese Food & Donuts",34.025931,-118.317901,Fried Chicken Joint
1521,Jefferson Park,34.028211499124154,-118.32205850000004,Jefferson Park,34.024527720400755,-118.31902923167956,Neighborhood
1522,Industry,34.02683556874928,-117.93962100000013,Industry Speedway,34.02597891563151,-117.9379464723038,Racetrack
1523,Industry,34.02683556874928,-117.93962100000013,Bill Pickett Rodeo,34.026139013955664,-117.93764900093639,Arts & Entertainment
1524,Industry,34.02683556874928,-117.93962100000013,Industry Hills Trail,34.027918663020266,-117.93919355844515,Trail
1525,Industry,34.02683556874928,-117.93962100000013,Stanley Garage Door Repair La Puente,34.029811381231426,-117.93835043907166,Home Service
1526,La Canada Flintridge,34.210686999122075,-118.20046998596308,Angeles Crest Highway,34.21327844369144,-118.20011537704897,Road
1527,La Canada Flintridge,34.210686999122075,-118.20046998596308,The CRC (Choi Recreation Center),34.21434178474558,-118.20117929792748,Recreation Center
1528,La Crescenta-Montrose,34.22870900312213,-118.23518197192419,Two Strike Park,34.233040128043115,-118.2355504150215,Park
1529,Ladera Heights,33.996097001972416,-118.37410748609757,Bear Den,33.99559255488882,-118.37485806004166,Brewery
1530,Playa Vista,33.9769254991248,-118.41364800000008,Bluff Creek Fields Dog Park,33.97509487094969,-118.4134622415498,Dog Run
1531,Playa Vista,33.9769254991248,-118.41364800000008,Cinemark,33.97712787639259,-118.41635355516102,Movie Theater
1532,Playa Vista,33.9769254991248,-118.41364800000008,YogaWorks Playa Vista,33.977501,-118.41651,Yoga Studio
1533,Playa Vista,33.9769254991248,-118.41364800000008,Playa Vista Farmers' Market,33.976588,-118.416971,Farmers Market
1534,Playa Vista,33.9769254991248,-118.41364800000008,SOL Mexican Cocina,33.976125,-118.417035,Mexican Restaurant
1535,Playa Vista,33.9769254991248,-118.41364800000008,Runway at Playa Vista,33.975339,-118.4169921,Shopping Mall
1536,Playa Vista,33.9769254991248,-118.41364800000008,Whole Foods Market,33.97676718374969,-118.41804694556575,Grocery Store
1537,Playa Vista,33.9769254991248,-118.41364800000008,Hopdoddy Burger Bar,33.97711575953523,-118.41735993699433,Burger Joint
1538,Playa Vista,33.9769254991248,-118.41364800000008,The Studio (MDR) - Playa Vista,33.9762420805761,-118.41680340608573,Gym / Fitness Center
1539,Playa Vista,33.9769254991248,-118.41364800000008,Flywheel Sports – Playa Vista,33.9761444,-118.4173599,Cycle Studio
1540,Playa Vista,33.9769254991248,-118.41364800000008,Urban Plates,33.97705069,-118.41737775,Gastropub
1541,Playa Vista,33.9769254991248,-118.41364800000008,Astro Pub,33.97673680716066,-118.41792084593183,Pub
1542,Playa Vista,33.9769254991248,-118.41364800000008,Da Kikokiko,33.97631011526318,-118.41777099157302,Hawaiian Restaurant
1543,Playa Vista,33.9769254991248,-118.41364800000008,Panini Cafe,33.976046700104476,-118.41648381312409,Mediterranean Restaurant
1544,Playa Vista,33.9769254991248,-118.41364800000008,Starbucks,33.97671672,-118.4179897,Coffee Shop
1545,Playa Vista,33.9769254991248,-118.41364800000008,ROC,33.976074433325806,-118.41794137352804,Dumpling Restaurant
1546,Playa Vista,33.9769254991248,-118.41364800000008,AT&T,33.97671356209197,-118.4172138776346,Mobile Phone Shop
1547,Playa Vista,33.9769254991248,-118.41364800000008,Samy's Camera Rental,33.979848480564144,-118.41716164530973,Electronics Store
1548,Playa Vista,33.9769254991248,-118.41364800000008,Chase Bank,33.97625641163286,-118.4180510380287,Bank
1549,Playa Vista,33.9769254991248,-118.41364800000008,Cabbage Patch,33.981381515474745,-118.41434259760564,American Restaurant
1550,Playa Vista,33.9769254991248,-118.41364800000008,N'ice Cream,33.97645114229987,-118.41761912123647,Ice Cream Shop
1551,Playa Vista,33.9769254991248,-118.41364800000008,CVS pharmacy,33.97750242604663,-118.41669613840516,Pharmacy
1552,Playa Vista,33.9769254991248,-118.41364800000008,Beach Beauty Lounge,33.976372722221825,-118.41716883832511,Health & Beauty Service
1553,Playa Vista,33.9769254991248,-118.41364800000008,Westchester Fire Road/Trail,33.975065,-118.41025900000001,Trail
1554,Playa Vista,33.9769254991248,-118.41364800000008,Amazon Locker - Playa Vista,33.976795,-118.418094,Shipping Store
1555,Playa Vista,33.9769254991248,-118.41364800000008,The Vista Studios,33.98037106999037,-118.41651056799179,Film Studio
1556,La Habra Heights,33.96095113872327,-117.95562783562224,Appliance Repair Covina CA,33.96365875508451,-117.95474946498871,Home Service
1557,Lake Balboa,34.20370349912207,-118.50446700000006,In-N-Out Burger,34.20186773601397,-118.50082155244553,Burger Joint
1558,Lake Balboa,34.20370349912207,-118.50446700000006,Lee's Sandwiches,34.2009644083592,-118.50151042268742,Sandwich Place
1559,Lake Balboa,34.20370349912207,-118.50446700000006,Mama's Donuts,34.20098852815433,-118.50045140367835,Donut Shop
1560,Lake Balboa,34.20370349912207,-118.50446700000006,7-Eleven,34.2006887822276,-118.500878065824,Convenience Store
1561,Lake Balboa,34.20370349912207,-118.50446700000006,Sizzler,34.2013809951334,-118.50304184743815,Steakhouse
1562,Lake Balboa,34.20370349912207,-118.50446700000006,Tacos Corona,34.20178429764355,-118.50144142409673,Mexican Restaurant
1563,Lake Balboa,34.20370349912207,-118.50446700000006,Oro's Pizza and Bakery,34.201886,-118.501313,Pizza Place
1564,Lake Los Angeles,34.61103894841657,-117.83603921804665,Loyall Plumbing,34.614564,-117.837351,Construction & Landscaping
1565,Lakewood,33.84469299912662,-118.1130510000002,Del Valle Park,33.84157209000951,-118.11512245986742,Park
1566,Lakewood,33.84469299912662,-118.1130510000002,California Sushi & Teriyaki,33.84688796644779,-118.11568436500919,Japanese Restaurant
1567,Lakewood,33.84469299912662,-118.1130510000002,99 Cents Only Stores,33.847387,-118.117002,Discount Store
1568,Lakewood,33.84469299912662,-118.1130510000002,Starbucks,33.84673107508542,-118.11612744897012,Coffee Shop
1569,Lakewood,33.84469299912662,-118.1130510000002,Ralphs,33.8480144,-118.1155575,Supermarket
1570,Lakewood,33.84469299912662,-118.1130510000002,McDonald's,33.846284,-118.115973,Fast Food Restaurant
1571,Lakewood,33.84469299912662,-118.1130510000002,Redbox,33.846552,-118.11681599999999,Video Store
1572,Lakewood,33.84469299912662,-118.1130510000002,7-Eleven,33.846560635744,-118.116742819547,Convenience Store
1573,Lakewood,33.84469299912662,-118.1130510000002,John's Liqour,33.84621552142988,-118.11310475881943,Smoke Shop
1574,Lakewood,33.84469299912662,-118.1130510000002,Morey's Music Store Inc.,33.84596,-118.11577,Music Store
1575,Lakewood,33.84469299912662,-118.1130510000002,Jack in the Box,33.846741076075304,-118.11718136072159,Fast Food Restaurant
1576,Lakewood,33.84469299912662,-118.1130510000002,Taco Bell,33.846726,-118.1175,Fast Food Restaurant
1577,Lakewood,33.84469299912662,-118.1130510000002,The Buffalo Spot,33.846601,-118.115791,Wings Joint
1578,Lakewood,33.84469299912662,-118.1130510000002,Wonderland Smoke shop,33.846763,-118.116022,Smoke Shop
1579,Lakewood,33.84469299912662,-118.1130510000002,Swan Nails,33.846552,-118.11681599999999,Cosmetics Shop
1580,Lakewood,33.84469299912662,-118.1130510000002,Donahue Heating & Air Conditioning,33.84036305873875,-118.11220049858093,Home Service
1581,Lancaster,34.70006611740453,-118.13179100000015,"Downtown Lancaster, CA",34.69969487560187,-118.13547768173483,Plaza
1582,Lancaster,34.70006611740453,-118.13179100000015,Arrow Appliance,34.699675,-118.134846,Furniture / Home Store
1583,Lancaster,34.70006611740453,-118.13179100000015,A.V. Ice Cream,34.703699,-118.13022600000001,Ice Cream Shop
1584,La Puente,34.03313649750627,-117.95309349690486,The Donut Hole,34.037112768984166,-117.95173426507837,Donut Shop
1585,La Puente,34.03313649750627,-117.95309349690486,Comfort Inn & Suites,34.032521,-117.950649,Hotel
1586,La Puente,34.03313649750627,-117.95309349690486,Happy Wok,34.03492757760589,-117.95154633856536,Chinese Restaurant
1587,La Puente,34.03313649750627,-117.95309349690486,Northgate Gonzalez Markets,34.03450927056125,-117.95168265512457,Supermarket
1588,La Puente,34.03313649750627,-117.95309349690486,CVS pharmacy,34.03544302146809,-117.95132373830897,Pharmacy
1589,La Puente,34.03313649750627,-117.95309349690486,Big Lots,34.033622617297716,-117.95197237853893,Big Box Store
1590,La Puente,34.03313649750627,-117.95309349690486,Wok Express,34.036678328668664,-117.95106978375183,Chinese Restaurant
1591,La Puente,34.03313649750627,-117.95309349690486,Walgreens,34.03638415722667,-117.94939041137695,Pharmacy
1592,La Puente,34.03313649750627,-117.95309349690486,Redbox,34.03638,-117.949358,Video Store
1593,La Puente,34.03313649750627,-117.95309349690486,KFC,34.03700380533487,-117.95033635308096,Fried Chicken Joint
1594,La Puente,34.03313649750627,-117.95309349690486,Chase Bank,34.036514,-117.950391,Bank
1595,La Puente,34.03313649750627,-117.95309349690486,Lu'au Hawaiian BBQ,34.03536281991032,-117.95056799221885,BBQ Joint
1596,Larchmont,34.0799594991236,-118.31780900000001,Paramount Theatre,34.084189826720376,-118.31714084367552,Movie Theater
1597,Larchmont,34.0799594991236,-118.31780900000001,Raleigh Studios -Charlie Chaplin Theater,34.082170304469834,-118.31710656454699,Indie Movie Theater
1598,Larchmont,34.0799594991236,-118.31780900000001,Paramount Pictures Tour Center,34.083574346869725,-118.32090503633596,Tour Provider
1599,Larchmont,34.0799594991236,-118.31780900000001,Raleigh Studios Cafe,34.08221985445079,-118.31737819333227,American Restaurant
1600,Larchmont,34.0799594991236,-118.31780900000001,Lucy's El Adobe Cafe,34.08346107172211,-118.32111370364116,Mexican Restaurant
1601,Larchmont,34.0799594991236,-118.31780900000001,Robert L. Burns Park,34.075899539985755,-118.3159296969265,Park
1602,Larchmont,34.0799594991236,-118.31780900000001,Maplewood & Van Ness,34.07945073843292,-118.31562716103338,Intersection
1603,Larchmont,34.0799594991236,-118.31780900000001,Jerry's LA,34.07967,-118.3147,Korean Restaurant
1604,Larchmont,34.0799594991236,-118.31780900000001,Gym @ Redwood Urban,34.08064167644032,-118.31404597409399,Gym
1605,Larchmont,34.0799594991236,-118.31780900000001,Piaggio Gourmet On Wheels,34.08382577595548,-118.31804172491658,Food Truck
1606,Larchmont,34.0799594991236,-118.31780900000001,Good Times Classic Ice Cream,34.083236167284895,-118.32055899958289,Food Truck
1607,Larchmont,34.0799594991236,-118.31780900000001,Beverly Boulevard & Van Ness Avenue,34.07622334627589,-118.31571847200394,Intersection
1608,Larchmont,34.0799594991236,-118.31780900000001,Forrest Gump Bench,34.08420206942993,-118.31742524378971,Historic Site
1609,Larchmont,34.0799594991236,-118.31780900000001,Longboard Ice Cream Truck,34.07627076406949,-118.31500496287762,Food Truck
1610,Watts,33.94161900130861,-118.2399365,Watts Towers of Simon Rodia State Historic Park,33.9387339418295,-118.24110599471783,Sculpture Garden
1611,Watts,33.94161900130861,-118.2399365,Watts Coffee House,33.943558362063186,-118.23995387757448,Café
1612,Watts,33.94161900130861,-118.2399365,SUBWAY,33.94350879869494,-118.24464989859774,Sandwich Place
1613,Watts,33.94161900130861,-118.2399365,Redbox,33.943203,-118.244634,Video Store
1614,Watts,33.94161900130861,-118.2399365,Popeyes Louisiana Kitchen,33.9436330473619,-118.24475541367518,Fried Chicken Joint
1615,Watts,33.94161900130861,-118.2399365,Metro Rail - 103rd Street/Watts Towers Station (A),33.942594497154616,-118.24325323104858,Light Rail Station
1616,Watts,33.94161900130861,-118.2399365,John Outterbridge Plaza,33.938931,-118.241489,Plaza
1617,Watts,33.94161900130861,-118.2399365,Burger King,33.94354463247314,-118.24374474585056,Fast Food Restaurant
1618,La Verne,34.124883999123185,-117.7745250000001,The Reef,34.127185,-117.775557,Pool
1619,La Verne,34.124883999123185,-117.7745250000001,Heritage Park,34.12779287495638,-117.77515742161974,Park
1620,Lawndale,33.887710499125994,-118.35647649033992,El Amigo Tacos,33.88721212526604,-118.35783442889158,Mexican Restaurant
1621,Lawndale,33.887710499125994,-118.35647649033992,Saigon Dish,33.88789988350971,-118.35370327363556,Noodle House
1622,Lawndale,33.887710499125994,-118.35647649033992,Lovely Nails Studio,33.889522552490234,-118.35242462158203,Cosmetics Shop
1623,Lawndale,33.887710499125994,-118.35647649033992,Havana Mania,33.888106392183715,-118.36158344345836,Cuban Restaurant
1624,Lawndale,33.887710499125994,-118.35647649033992,Pho House,33.88892877664442,-118.35319987456806,Noodle House
1625,Lawndale,33.887710499125994,-118.35647649033992,Pacific Rim Thai Kitchen,33.88801484296096,-118.35215597172741,Thai Restaurant
1626,Lawndale,33.887710499125994,-118.35647649033992,SUBWAY,33.887990857179915,-118.36155631073052,Sandwich Place
